season,team,conference,state,score,todisplay,bgcolor,fgcolor
1904,Temple,Ind,Pennsylvania,4,4-4,#FFFFFF,#000000
1904,Utah St.,Ind,Utah,2,2-2,#FFFFFF,#000000
1904,Brown,Ind,Rhode Island,8,8-11,#FFFFFF,#000000
1904,Kansas,Ind,Kansas,5,5-8,#FFFFFF,#000000
1904,Indiana St.,Ind,Indiana,2,2-11,#FFFFFF,#000000
1904,Oregon,Ind,Oregon,0,0-4,#FFFFFF,#000000
1904,Princeton,Ivy,New Jersey,10,5-5 Ivy,#FFFFFF,#000000
1904,Yale,Ivy,Connecticut,10,5-5 Ivy,#FFFFFF,#000000
1904,Harvard,Ivy,Massachusetts,1,1-9 Ivy,#FFFFFF,#000000
1904,Minnesota,Western,Minnesota,10,10-2,#FFFFFF,#000000
1904,Iowa,Western,Iowa,6,6-2,#FFFFFF,#000000
1904,Wisconsin,Western,Wisconsin,11,11-4,#FFFFFF,#000000
1904,Indiana,Western,Indiana,5,5-4,#FFFFFF,#000000
1905,Arizona,Ind,Arizona,1,1-0,#FFFFFF,#000000
1905,Wyoming,Ind,Wyoming,1,1-0,#FFFFFF,#000000
1905,Bucknell,Ind,Pennsylvania,8,8-1,#FFFFFF,#000000
1905,North Dakota,Ind,North Dakota,7,7-2,#FFFFFF,#000000
1905,Butler,Ind,Indiana,6,6-2,#FFFFFF,#000000
1905,Fordham,Ind,New York,18,18-6,#FFFFFF,#000000
1905,Nebraska,Ind,Nebraska,11,11-5,#FFFFFF,#000000
1905,Brown,Ind,Rhode Island,13,13-6,#FFFFFF,#000000
1905,Cincinnati,Ind,Ohio,6,6-3,#FFFFFF,#000000
1905,Syracuse,Ind,New York,14,14-7,#FFFFFF,#000000
1905,Canisius,Ind,New York,7,7-4,#FFFFFF,#000000
1905,Michigan St.,Ind,Michigan,5,5-3,#FFFFFF,#000000
1905,Oregon St.,Ind,Oregon,5,5-3,#FFFFFF,#000000
1905,Holy Cross,Ind,Massachusetts,6,6-4,#FFFFFF,#000000
1905,Washington St.,Ind,Washington,3,3-2,#FFFFFF,#000000
1905,Colgate,Ind,New York,10,10-7,#FFFFFF,#000000
1905,Akron,Ind,Ohio,8,8-6,#FFFFFF,#000000
1905,Illinois St.,Ind,Illinois,4,4-4,#FFFFFF,#000000
1905,Indiana St.,Ind,Indiana,5,5-5,#FFFFFF,#000000
1905,Manhattan,Ind,New York,3,3-3,#FFFFFF,#000000
1905,Kansas,Ind,Kansas,5,5-6,#FFFFFF,#000000
1905,Lehigh,Ind,Pennsylvania,4,4-5,#FFFFFF,#000000
1905,Maine,Ind,Maine,7,7-9,#FFFFFF,#000000
1905,West Virginia,Ind,West Virginia,6,6-9,#FFFFFF,#000000
1905,Temple,Ind,Pennsylvania,3,3-5,#FFFFFF,#000000
1905,Kentucky,Ind,Kentucky,1,1-4,#FFFFFF,#000000
1905,Yale,Ivy,Connecticut,22,5-3 Ivy,#FFFFFF,#000000
1905,Princeton,Ivy,New Jersey,8,4-4 Ivy,#FFFFFF,#000000
1905,Wisconsin,Western,Wisconsin,10,10-8,#FFFFFF,#000000
1905,Minnesota,Western,Minnesota,7,7-7,#FFFFFF,#000000
1905,Northwestern,Western,Illinois,2,2-2,#FFFFFF,#000000
1905,Iowa,Western,Iowa,6,6-8,#FFFFFF,#000000
1905,Purdue,Western,Indiana,3,3-6,#FFFFFF,#000000
1905,Indiana,Western,Indiana,5,5-12,#FFFFFF,#000000
1906,Oregon St.,Ind,Oregon,10,10-0,#FFFFFF,#000000
1906,Rhode Island,Ind,Rhode Island,5,5-0,#FFFFFF,#000000
1906,BYU,Ind,Utah,11,11-1,#FFFFFF,#000000
1906,North Dakota,Ind,North Dakota,8,8-1,#FFFFFF,#000000
1906,Fordham,Ind,New York,14,14-2,#FFFFFF,#000000
1906,Texas,Ind,Texas,7,7-1,#FFFFFF,#000000
1906,Michigan St.,Ind,Michigan,11,11-2,#FFFFFF,#000000
1906,Auburn,Ind,Alabama,5,5-1,#FFFFFF,#000000
1906,Bucknell,Ind,Pennsylvania,10,10-2,#FFFFFF,#000000
1906,Holy Cross,Ind,Massachusetts,12,12-3,#FFFFFF,#000000
1906,Nebraska,Ind,Nebraska,12,12-3,#FFFFFF,#000000
1906,Virginia,Ind,Virginia,8,8-2,#FFFFFF,#000000
1906,William & Mary,Ind,Virginia,4,4-1,#FFFFFF,#000000
1906,Illinois St.,Ind,Illinois,6,6-2,#FFFFFF,#000000
1906,Syracuse,Ind,New York,9,9-3,#FFFFFF,#000000
1906,Maine,Ind,Maine,10,10-4,#FFFFFF,#000000
1906,Cincinnati,Ind,Ohio,2,2-1,#FFFFFF,#000000
1906,Niagara,Ind,New York,4,4-2,#FFFFFF,#000000
1906,Kansas,Ind,Kansas,12,12-7,#FFFFFF,#000000
1906,Tulane,Ind,Louisiana,8,8-5,#FFFFFF,#000000
1906,Manhattan,Ind,New York,6,6-4,#FFFFFF,#000000
1906,Wyoming,Ind,Wyoming,3,3-2,#FFFFFF,#000000
1906,Canisius,Ind,New York,10,10-7,#FFFFFF,#000000
1906,Idaho,Ind,Idaho,4,4-3,#FFFFFF,#000000
1906,West Virginia,Ind,West Virginia,5,5-4,#FFFFFF,#000000
1906,Colgate,Ind,New York,7,7-6,#FFFFFF,#000000
1906,Butler,Ind,Indiana,1,1-1,#FFFFFF,#000000
1906,Colorado St.,Ind,Colorado,2,2-2,#FFFFFF,#000000
1906,Indiana St.,Ind,Indiana,6,6-6,#FFFFFF,#000000
1906,Lehigh,Ind,Pennsylvania,6,6-6,#FFFFFF,#000000
1906,Miami (OH),Ind,Ohio,3,3-3,#FFFFFF,#000000
1906,Wake Forest,Ind,North Carolina,3,3-3,#FFFFFF,#000000
1906,Washington St.,Ind,Washington,5,5-5,#FFFFFF,#000000
1906,Akron,Ind,Ohio,6,6-7,#FFFFFF,#000000
1906,Delaware,Ind,Delaware,3,3-4,#FFFFFF,#000000
1906,Temple,Ind,Pennsylvania,3,3-4,#FFFFFF,#000000
1906,Duke,Ind,North Carolina,2,2-3,#FFFFFF,#000000
1906,Kansas St.,Ind,Kansas,6,6-9,#FFFFFF,#000000
1906,Brown,Ind,Rhode Island,4,4-7,#FFFFFF,#000000
1906,Wichita St.,Ind,Kansas,2,2-4,#FFFFFF,#000000
1906,Utah St.,Ind,Utah,2,2-7,#FFFFFF,#000000
1906,Pittsburgh,Ind,Pennsylvania,2,2-9,#FFFFFF,#000000
1906,Georgia,Ind,Georgia,0,0-2,#FFFFFF,#000000
1906,Oregon,Ind,Oregon,0,0-5,#FFFFFF,#000000
1906,Penn,Ivy,Pennsylvania,16,9-1 Ivy,#FFFFFF,#000000
1906,Harvard,Ivy,Massachusetts,12,6-4 Ivy,#FFFFFF,#000000
1906,Yale,Ivy,Connecticut,11,4-6 Ivy,#FFFFFF,#000000
1906,Princeton,Ivy,New Jersey,5,3-7 Ivy,#FFFFFF,#000000
1906,Minnesota,Western,Minnesota,13,6-1 Western,#FFFFFF,#000000
1906,Wisconsin,Western,Wisconsin,12,6-2 Western,#FFFFFF,#000000
1906,Indiana,Western,Indiana,7,2-2 Western,#FFFFFF,#000000
1906,Purdue,Western,Indiana,4,3-6 Western,#FFFFFF,#000000
1906,Illinois,Western,Illinois,6,3-7 Western,#FFFFFF,#000000
1906,Iowa,Western,Iowa,11,11-5,#FFFFFF,#000000
1907,Georgia,Ind,Georgia,2,2-0,#FFFFFF,#000000
1907,North Dakota,Ind,North Dakota,7,7-0,#FFFFFF,#000000
1907,Rhode Island,Ind,Rhode Island,5,5-0,#FFFFFF,#000000
1907,Wake Forest,Ind,North Carolina,4,4-0,#FFFFFF,#000000
1907,Oregon St.,Ind,Oregon,17,17-1,#FFFFFF,#000000
1907,North Dakota St.,Ind,North Dakota,11,11-1,#FFFFFF,#000000
1907,Bucknell,Ind,Pennsylvania,10,10-1,#FFFFFF,#000000
1907,Michigan St.,Ind,Michigan,14,14-2,#FFFFFF,#000000
1907,Vanderbilt,Ind,Tennessee,6,6-1,#FFFFFF,#000000
1907,Lehigh,Ind,Pennsylvania,9,9-2,#FFFFFF,#000000
1907,Cincinnati,Ind,Ohio,7,7-2,#FFFFFF,#000000
1907,Dartmouth,Ind,New Hampshire,13,13-4,#FFFFFF,#000000
1907,Akron,Ind,Ohio,5,5-2,#FFFFFF,#000000
1907,BYU,Ind,Utah,7,7-3,#FFFFFF,#000000
1907,Canisius,Ind,New York,9,9-4,#FFFFFF,#000000
1907,Auburn,Ind,Alabama,4,4-2,#FFFFFF,#000000
1907,Drake,Ind,Iowa,2,2-1,#FFFFFF,#000000
1907,Duke,Ind,North Carolina,4,4-2,#FFFFFF,#000000
1907,Colgate,Ind,New York,9,9-5,#FFFFFF,#000000
1907,Fordham,Ind,New York,16,16-9,#FFFFFF,#000000
1907,Maine,Ind,Maine,7,7-4,#FFFFFF,#000000
1907,Colorado St.,Ind,Colorado,5,5-3,#FFFFFF,#000000
1907,Illinois St.,Ind,Illinois,5,5-3,#FFFFFF,#000000
1907,Missouri,Ind,Missouri,10,10-6,#FFFFFF,#000000
1907,Nebraska,Ind,Nebraska,10,10-6,#FFFFFF,#000000
1907,Virginia,Ind,Virginia,5,5-3,#FFFFFF,#000000
1907,Colorado,Ind,Colorado,6,6-4,#FFFFFF,#000000
1907,Brown,Ind,Rhode Island,10,10-7,#FFFFFF,#000000
1907,Oregon,Ind,Oregon,4,4-3,#FFFFFF,#000000
1907,Syracuse,Ind,New York,4,4-3,#FFFFFF,#000000
1907,Temple,Ind,Pennsylvania,5,5-4,#FFFFFF,#000000
1907,Washington St.,Ind,Washington,5,5-4,#FFFFFF,#000000
1907,Delaware,Ind,Delaware,6,6-5,#FFFFFF,#000000
1907,Pittsburgh,Ind,Pennsylvania,6,6-5,#FFFFFF,#000000
1907,Southern California,Ind,California,6,6-5,#FFFFFF,#000000
1907,Idaho,Ind,Idaho,3,3-3,#FFFFFF,#000000
1907,Niagara,Ind,New York,5,5-5,#FFFFFF,#000000
1907,Texas,Ind,Texas,4,4-4,#FFFFFF,#000000
1907,Kansas,Ind,Kansas,7,7-8,#FFFFFF,#000000
1907,Baylor,Ind,Texas,5,5-6,#FFFFFF,#000000
1907,Kansas St.,Ind,Kansas,5,5-6,#FFFFFF,#000000
1907,Wyoming,Ind,Wyoming,3,3-4,#FFFFFF,#000000
1907,Denver,Ind,Colorado,7,7-10,#FFFFFF,#000000
1907,Butler,Ind,Indiana,2,2-4,#FFFFFF,#000000
1907,Miami (OH),Ind,Ohio,2,2-4,#FFFFFF,#000000
1907,West Virginia,Ind,West Virginia,4,4-8,#FFFFFF,#000000
1907,Wichita St.,Ind,Kansas,3,3-6,#FFFFFF,#000000
1907,Utah St.,Ind,Utah,2,2-6,#FFFFFF,#000000
1907,Manhattan,Ind,New York,2,2-7,#FFFFFF,#000000
1907,William & Mary,Ind,Virginia,1,1-4,#FFFFFF,#000000
1907,Indiana St.,Ind,Indiana,1,1-8,#FFFFFF,#000000
1907,New Mexico St.,Ind,New Mexico,0,0-1,#FFFFFF,#000000
1907,Yale,Ivy,Connecticut,30,9-1 Ivy,#FFFFFF,#000000
1907,Columbia,Ivy,New York,11,8-2 Ivy,#FFFFFF,#000000
1907,Penn,Ivy,Pennsylvania,15,6-4 Ivy,#FFFFFF,#000000
1907,Harvard,Ivy,Massachusetts,7,4-6 Ivy,#FFFFFF,#000000
1907,Princeton,Ivy,New Jersey,4,2-8 Ivy,#FFFFFF,#000000
1907,Minnesota,Western,Minnesota,10,6-2 Western,#FFFFFF,#000000
1907,Wisconsin,Western,Wisconsin,11,6-2 Western,#FFFFFF,#000000
1907,Purdue,Western,Indiana,7,2-6 Western,#FFFFFF,#000000
1907,Illinois,Western,Illinois,1,0-8 Western,#FFFFFF,#000000
1907,Indiana,Western,Indiana,9,9-5,#FFFFFF,#000000
1907,Iowa,Western,Iowa,5,5-5,#FFFFFF,#000000
1907,Northwestern,Western,Illinois,1,1-5,#FFFFFF,#000000
1908,Bucknell,Ind,Pennsylvania,12,12-0,#FFFFFF,#000000
1908,Cincinnati,Ind,Ohio,9,9-0,#FFFFFF,#000000
1908,North Dakota,Ind,North Dakota,7,7-0,#FFFFFF,#000000
1908,Montana St.,Ind,Montana,8,8-1,#FFFFFF,#000000
1908,Canisius,Ind,New York,6,6-1,#FFFFFF,#000000
1908,Lehigh,Ind,Pennsylvania,6,6-1,#FFFFFF,#000000
1908,Georgetown,Ind,D.C.,5,5-1,#FFFFFF,#000000
1908,Illinois St.,Ind,Illinois,5,5-1,#FFFFFF,#000000
1908,Washington St.,Ind,Washington,12,12-3,#FFFFFF,#000000
1908,Syracuse,Ind,New York,10,10-3,#FFFFFF,#000000
1908,Army West Point,Ind,New York,9,9-3,#FFFFFF,#000000
1908,Michigan St.,Ind,Michigan,15,15-5,#FFFFFF,#000000
1908,Notre Dame,Ind,Indiana,12,12-4,#FFFFFF,#000000
1908,Temple,Ind,Pennsylvania,6,6-2,#FFFFFF,#000000
1908,Dartmouth,Ind,New Hampshire,11,11-4,#FFFFFF,#000000
1908,Wake Forest,Ind,North Carolina,8,8-3,#FFFFFF,#000000
1908,BYU,Ind,Utah,4,4-2,#FFFFFF,#000000
1908,Holy Cross,Ind,Massachusetts,12,12-6,#FFFFFF,#000000
1908,Oregon St.,Ind,Oregon,7,7-4,#FFFFFF,#000000
1908,Baylor,Ind,Texas,5,5-3,#FFFFFF,#000000
1908,Pittsburgh,Ind,Pennsylvania,10,10-6,#FFFFFF,#000000
1908,Fordham,Ind,New York,18,18-12,#FFFFFF,#000000
1908,North Dakota St.,Ind,North Dakota,6,6-4,#FFFFFF,#000000
1908,Brown,Ind,Rhode Island,11,11-8,#FFFFFF,#000000
1908,Oklahoma,Ind,Oklahoma,4,4-3,#FFFFFF,#000000
1908,Auburn,Ind,Alabama,5,5-5,#FFFFFF,#000000
1908,Butler,Ind,Indiana,4,4-4,#FFFFFF,#000000
1908,Colorado,Ind,Colorado,6,6-6,#FFFFFF,#000000
1908,Georgia,Ind,Georgia,2,2-2,#FFFFFF,#000000
1908,Idaho,Ind,Idaho,4,4-4,#FFFFFF,#000000
1908,Maine,Ind,Maine,5,5-5,#FFFFFF,#000000
1908,Navy,Ind,Maryland,2,2-2,#FFFFFF,#000000
1908,Niagara,Ind,New York,6,6-6,#FFFFFF,#000000
1908,Rhode Island,Ind,Rhode Island,8,8-8,#FFFFFF,#000000
1908,Virginia,Ind,Virginia,5,5-5,#FFFFFF,#000000
1908,Colgate,Ind,New York,8,8-9,#FFFFFF,#000000
1908,Oregon,Ind,Oregon,8,8-9,#FFFFFF,#000000
1908,Kentucky,Ind,Kentucky,5,5-6,#FFFFFF,#000000
1908,Akron,Ind,Ohio,4,4-5,#FFFFFF,#000000
1908,Manhattan,Ind,New York,7,7-9,#FFFFFF,#000000
1908,Colorado St.,Ind,Colorado,2,2-3,#FFFFFF,#000000
1908,Duke,Ind,North Carolina,2,2-3,#FFFFFF,#000000
1908,Oklahoma St.,Ind,Oklahoma,2,2-3,#FFFFFF,#000000
1908,Wichita St.,Ind,Kansas,2,2-3,#FFFFFF,#000000
1908,Wyoming,Ind,Wyoming,2,2-3,#FFFFFF,#000000
1908,Vanderbilt,Ind,Tennessee,6,6-10,#FFFFFF,#000000
1908,Arizona,Ind,Arizona,1,1-2,#FFFFFF,#000000
1908,Denver,Ind,Colorado,1,1-2,#FFFFFF,#000000
1908,St. John's (NY),Ind,New York,4,4-8,#FFFFFF,#000000
1908,West Virginia,Ind,West Virginia,3,3-7,#FFFFFF,#000000
1908,Harvard,Ind,Massachusetts,4,4-12,#FFFFFF,#000000
1908,Indiana St.,Ind,Indiana,2,2-6,#FFFFFF,#000000
1908,William & Mary,Ind,Virginia,1,1-4,#FFFFFF,#000000
1908,Miami (OH),Ind,Ohio,1,1-7,#FFFFFF,#000000
1908,Kansas St.,Ind,Kansas,1,1-12,#FFFFFF,#000000
1908,New Mexico St.,Ind,New Mexico,0,0-1,#FFFFFF,#000000
1908,Utah St.,Ind,Utah,0,0-8,#FFFFFF,#000000
1908,Penn,Ivy,Pennsylvania,24,8-0 Ivy,#FFFFFF,#000000
1908,Yale,Ivy,Connecticut,20,5-3 Ivy,#FFFFFF,#000000
1908,Columbia,Ivy,New York,10,5-3 Ivy,#FFFFFF,#000000
1908,Princeton,Ivy,New Jersey,7,1-7 Ivy,#FFFFFF,#000000
1908,Cornell,Ivy,New York,5,1-7 Ivy,#FFFFFF,#000000
1908,Nebraska,MVC,Nebraska,9,9-10,#FFFFFF,#000000
1908,Iowa St.,MVC,Iowa,1,1-0 MVC,#FFFFFF,#000000
1908,Drake,MVC,Iowa,1,0-1 MVC,#FFFFFF,#000000
1908,Kansas,MVC,Kansas,18,4-0 MVC,#FFFFFF,#000000
1908,Missouri,MVC,Missouri,8,0-5 MVC,#FFFFFF,#000000
1908,Wisconsin,Western,Wisconsin,10,7-1 Western,#FFFFFF,#000000
1908,Illinois,Western,Illinois,20,4-4 Western,#FFFFFF,#000000
1908,Minnesota,Western,Minnesota,12,2-6 Western,#FFFFFF,#000000
1908,Purdue,Western,Indiana,5,0-8 Western,#FFFFFF,#000000
1908,Iowa,Western,Iowa,10,10-6,#FFFFFF,#000000
1908,Indiana,Western,Indiana,9,9-6,#FFFFFF,#000000
1908,Northwestern,Western,Illinois,2,2-7,#FFFFFF,#000000
1909,Illinois St.,Ind,Illinois,9,9-0,#FFFFFF,#000000
1909,Columbia,Ind,New York,15,15-1,#FFFFFF,#000000
1909,Ohio St.,Ind,Ohio,11,11-1,#FFFFFF,#000000
1909,Oregon St.,Ind,Oregon,10,10-1,#FFFFFF,#000000
1909,Duke,Ind,North Carolina,8,8-1,#FFFFFF,#000000
1909,Montana St.,Ind,Montana,8,8-1,#FFFFFF,#000000
1909,Wake Forest,Ind,North Carolina,6,6-1,#FFFFFF,#000000
1909,North Dakota,Ind,North Dakota,10,10-2,#FFFFFF,#000000
1909,Washington,Ind,Washington,5,5-1,#FFFFFF,#000000
1909,Notre Dame,Ind,Indiana,33,33-7,#FFFFFF,#000000
1909,Army West Point,Ind,New York,9,9-2,#FFFFFF,#000000
1909,New Mexico St.,Ind,New Mexico,7,7-2,#FFFFFF,#000000
1909,Rhode Island,Ind,Rhode Island,7,7-2,#FFFFFF,#000000
1909,Penn,Ind,Pennsylvania,19,19-6,#FFFFFF,#000000
1909,Bucknell,Ind,Pennsylvania,9,9-3,#FFFFFF,#000000
1909,Georgia,Ind,Georgia,6,6-2,#FFFFFF,#000000
1909,North Dakota St.,Ind,North Dakota,11,11-4,#FFFFFF,#000000
1909,Vanderbilt,Ind,Tennessee,11,11-4,#FFFFFF,#000000
1909,Navy,Ind,Maryland,8,8-3,#FFFFFF,#000000
1909,Temple,Ind,Pennsylvania,8,8-3,#FFFFFF,#000000
1909,Butler,Ind,Indiana,5,5-2,#FFFFFF,#000000
1909,LSU,Ind,Louisiana,5,5-2,#FFFFFF,#000000
1909,Seton Hall,Ind,New Jersey,10,10-4,#FFFFFF,#000000
1909,Maine,Ind,Maine,7,7-3,#FFFFFF,#000000
1909,William & Mary,Ind,Virginia,7,7-3,#FFFFFF,#000000
1909,Baylor,Ind,Texas,11,11-5,#FFFFFF,#000000
1909,Dartmouth,Ind,New Hampshire,11,11-5,#FFFFFF,#000000
1909,Kansas St.,Ind,Kansas,6,6-3,#FFFFFF,#000000
1909,Michigan St.,Ind,Michigan,10,10-5,#FFFFFF,#000000
1909,Texas,Ind,Texas,6,6-3,#FFFFFF,#000000
1909,Virginia,Ind,Virginia,6,6-3,#FFFFFF,#000000
1909,Virginia Tech,Ind,Virginia,4,4-2,#FFFFFF,#000000
1909,Georgetown,Ind,D.C.,9,9-5,#FFFFFF,#000000
1909,BYU,Ind,Utah,7,7-4,#FFFFFF,#000000
1909,Washington St.,Ind,Washington,10,10-6,#FFFFFF,#000000
1909,Cincinnati,Ind,Ohio,6,6-4,#FFFFFF,#000000
1909,St. John's (NY),Ind,New York,9,9-6,#FFFFFF,#000000
1909,Auburn,Ind,Alabama,4,4-3,#FFFFFF,#000000
1909,Colorado,Ind,Colorado,4,4-3,#FFFFFF,#000000
1909,Cornell,Ind,New York,13,13-10,#FFFFFF,#000000
1909,Kentucky,Ind,Kentucky,5,5-4,#FFFFFF,#000000
1909,Colgate,Ind,New York,7,7-6,#FFFFFF,#000000
1909,Fordham,Ind,New York,13,13-12,#FFFFFF,#000000
1909,Lehigh,Ind,Pennsylvania,5,5-5,#FFFFFF,#000000
1909,Mississippi St.,Ind,Mississippi,5,5-5,#FFFFFF,#000000
1909,Oklahoma,Ind,Oklahoma,3,3-3,#FFFFFF,#000000
1909,VMI,Ind,Virginia,3,3-3,#FFFFFF,#000000
1909,Wyoming,Ind,Wyoming,3,3-3,#FFFFFF,#000000
1909,Yale,Ind,Connecticut,9,9-9,#FFFFFF,#000000
1909,Syracuse,Ind,New York,7,7-8,#FFFFFF,#000000
1909,Akron,Ind,Ohio,6,6-7,#FFFFFF,#000000
1909,Canisius,Ind,New York,3,3-4,#FFFFFF,#000000
1909,Idaho,Ind,Idaho,7,7-10,#FFFFFF,#000000
1909,Miami (OH),Ind,Ohio,4,4-6,#FFFFFF,#000000
1909,Princeton,Ind,New Jersey,8,8-13,#FFFFFF,#000000
1909,Denver,Ind,Colorado,6,6-10,#FFFFFF,#000000
1909,Brown,Ind,Rhode Island,5,5-10,#FFFFFF,#000000
1909,Davidson,Ind,North Carolina,1,1-2,#FFFFFF,#000000
1909,Holy Cross,Ind,Massachusetts,4,4-8,#FFFFFF,#000000
1909,Oklahoma St.,Ind,Oklahoma,1,1-2,#FFFFFF,#000000
1909,Manhattan,Ind,New York,4,4-10,#FFFFFF,#000000
1909,Utah,Ind,Utah,3,3-8,#FFFFFF,#000000
1909,Indiana St.,Ind,Indiana,2,2-7,#FFFFFF,#000000
1909,Niagara,Ind,New York,2,2-7,#FFFFFF,#000000
1909,Harvard,Ind,Massachusetts,1,1-7,#FFFFFF,#000000
1909,Utah St.,Ind,Utah,1,1-8,#FFFFFF,#000000
1909,South Carolina,Ind,South Carolina,0,0-3,#FFFFFF,#000000
1909,Nebraska,MVC,Nebraska,8,5-3 MVC,#FFFFFF,#000000
1909,Iowa St.,MVC,Iowa,4,4-4 MVC,#FFFFFF,#000000
1909,Drake,MVC,Iowa,3,3-5 MVC,#FFFFFF,#000000
1909,Kansas,MVC,Kansas,25,6-2 MVC,#FFFFFF,#000000
1909,Missouri,MVC,Missouri,11,3-5 MVC,#FFFFFF,#000000
1909,Purdue,Western,Indiana,8,6-4 Western,#FFFFFF,#000000
1909,Wisconsin,Western,Wisconsin,8,5-4 Western,#FFFFFF,#000000
1909,Illinois,Western,Illinois,7,5-6 Western,#FFFFFF,#000000
1909,Minnesota,Western,Minnesota,8,3-6 Western,#FFFFFF,#000000
1909,Indiana,Western,Indiana,5,2-6 Western,#FFFFFF,#000000
1909,Northwestern,Western,Illinois,1,1-4 Western,#FFFFFF,#000000
1909,Iowa,Western,Iowa,8,1-5 Western,#FFFFFF,#000000
1910,Oklahoma,Ind,Oklahoma,8,8-0,#FFFFFF,#000000
1910,Virginia Tech,Ind,Virginia,11,11-0,#FFFFFF,#000000
1910,Wake Forest,Ind,North Carolina,1,1-0,#FFFFFF,#000000
1910,Army West Point,Ind,New York,14,14-1,#FFFFFF,#000000
1910,Ohio St.,Ind,Ohio,11,11-1,#FFFFFF,#000000
1910,Navy,Ind,Maryland,10,10-1,#FFFFFF,#000000
1910,Fordham,Ind,New York,16,16-2,#FFFFFF,#000000
1910,Canisius,Ind,New York,15,15-2,#FFFFFF,#000000
1910,Utah,Ind,Utah,17,17-3,#FFFFFF,#000000
1910,North Dakota St.,Ind,North Dakota,11,11-2,#FFFFFF,#000000
1910,BYU,Ind,Utah,9,9-2,#FFFFFF,#000000
1910,Niagara,Ind,New York,13,13-3,#FFFFFF,#000000
1910,Washington St.,Ind,Washington,12,12-3,#FFFFFF,#000000
1910,Kansas St.,Ind,Kansas,11,11-3,#FFFFFF,#000000
1910,Vanderbilt,Ind,Tennessee,10,10-3,#FFFFFF,#000000
1910,Lehigh,Ind,Pennsylvania,6,6-2,#FFFFFF,#000000
1910,LSU,Ind,Louisiana,3,3-1,#FFFFFF,#000000
1910,Seton Hall,Ind,New Jersey,6,6-2,#FFFFFF,#000000
1910,St. John's (NY),Ind,New York,15,15-5,#FFFFFF,#000000
1910,Virginia,Ind,Virginia,12,12-4,#FFFFFF,#000000
1910,Notre Dame,Ind,Indiana,10,10-4,#FFFFFF,#000000
1910,Washington,Ind,Washington,14,14-6,#FFFFFF,#000000
1910,Georgia,Ind,Georgia,2,2-1,#FFFFFF,#000000
1910,Michigan St.,Ind,Michigan,10,10-5,#FFFFFF,#000000
1910,Montana St.,Ind,Montana,6,6-3,#FFFFFF,#000000
1910,Rhode Island,Ind,Rhode Island,6,6-3,#FFFFFF,#000000
1910,Auburn,Ind,Alabama,11,11-6,#FFFFFF,#000000
1910,Colgate,Ind,New York,9,9-5,#FFFFFF,#000000
1910,Akron,Ind,Ohio,5,5-3,#FFFFFF,#000000
1910,Saint Joseph's,Ind,Pennsylvania,10,10-6,#FFFFFF,#000000
1910,Baylor,Ind,Texas,8,8-5,#FFFFFF,#000000
1910,Illinois St.,Ind,Illinois,8,8-5,#FFFFFF,#000000
1910,Cincinnati,Ind,Ohio,3,3-2,#FFFFFF,#000000
1910,Dartmouth,Ind,New Hampshire,6,6-4,#FFFFFF,#000000
1910,Maine,Ind,Maine,6,6-4,#FFFFFF,#000000
1910,Miami (OH),Ind,Ohio,6,6-4,#FFFFFF,#000000
1910,Bucknell,Ind,Pennsylvania,7,7-5,#FFFFFF,#000000
1910,Colorado,Ind,Colorado,7,7-5,#FFFFFF,#000000
1910,Oregon St.,Ind,Oregon,9,9-7,#FFFFFF,#000000
1910,Cornell,Ind,New York,7,7-6,#FFFFFF,#000000
1910,Princeton,Ind,New Jersey,7,7-6,#FFFFFF,#000000
1910,Penn,Ind,Pennsylvania,11,11-10,#FFFFFF,#000000
1910,Delaware,Ind,Delaware,6,6-6,#FFFFFF,#000000
1910,Duke,Ind,North Carolina,4,4-4,#FFFFFF,#000000
1910,Oklahoma St.,Ind,Oklahoma,3,3-3,#FFFFFF,#000000
1910,Saint Mary's (CA),Ind,California,1,1-1,#FFFFFF,#000000
1910,Wyoming,Ind,Wyoming,3,3-3,#FFFFFF,#000000
1910,Idaho,Ind,Idaho,8,8-9,#FFFFFF,#000000
1910,Bradley,Ind,Illinois,6,6-7,#FFFFFF,#000000
1910,Texas,Ind,Texas,6,6-7,#FFFFFF,#000000
1910,Dayton,Ind,Ohio,5,5-6,#FFFFFF,#000000
1910,Butler,Ind,Indiana,3,3-4,#FFFFFF,#000000
1910,Georgetown,Ind,D.C.,5,5-7,#FFFFFF,#000000
1910,Detroit Mercy,Ind,Michigan,2,2-3,#FFFFFF,#000000
1910,North Dakota,Ind,North Dakota,4,4-6,#FFFFFF,#000000
1910,Temple,Ind,Pennsylvania,4,4-6,#FFFFFF,#000000
1910,New Mexico St.,Ind,New Mexico,3,3-5,#FFFFFF,#000000
1910,Brown,Ind,Rhode Island,5,5-9,#FFFFFF,#000000
1910,Colorado St.,Ind,Colorado,1,1-2,#FFFFFF,#000000
1910,Kentucky,Ind,Kentucky,4,4-8,#FFFFFF,#000000
1910,Manhattan,Ind,New York,7,7-15,#FFFFFF,#000000
1910,Utah St.,Ind,Utah,3,3-7,#FFFFFF,#000000
1910,Yale,Ind,Connecticut,4,4-11,#FFFFFF,#000000
1910,William & Mary,Ind,Virginia,1,1-3,#FFFFFF,#000000
1910,Wichita St.,Ind,Kansas,3,3-10,#FFFFFF,#000000
