team,opponent,date,hca,points,fga,orb,tov,fta,opp_points,opp_fga,opp_orb,opp_tov,opp_fta
Bucknell,Mount St. Mary's,2024-11-13,1,89,75,10,11,18,93,68,11,16,28
Cal St. Fullerton,Colorado,2024-11-13,-1,53,58,11,11,17,83,53,8,16,14
Colorado,Cal St. Fullerton,2024-11-13,1,83,53,8,16,14,53,58,11,11,17
California,Vanderbilt,2024-11-13,-1,69,55,8,20,21,85,68,8,8,15
Vanderbilt,California,2024-11-13,1,85,68,8,8,15,69,55,8,20,21
Canisius,Mercyhurst,2024-11-13,-1,52,45,8,18,12,62,56,8,6,18
Mercyhurst,Canisius,2024-11-13,1,62,56,8,6,18,52,45,8,18,12
Central Mich.,George Mason,2024-11-13,-1,70,61,11,13,12,69,49,10,15,34
George Mason,Central Mich.,2024-11-13,1,69,49,10,15,34,70,61,11,13,12
Richmond,Charlotte,2024-11-13,-1,48,50,2,10,13,65,51,8,7,30
Charlotte,Richmond,2024-11-13,1,65,51,8,7,30,48,50,2,10,13
Coastal Carolina,NC State,2024-11-13,-1,70,51,10,19,20,82,57,12,10,35
NC State,Coastal Carolina,2024-11-13,1,82,57,12,10,35,70,51,10,19,20
Houston Christian,Creighton,2024-11-13,-1,43,71,15,10,3,78,52,4,10,20
Creighton,Houston Christian,2024-11-13,1,78,52,4,10,20,43,71,15,10,3
UAlbany,Dartmouth,2024-11-13,-1,87,74,15,5,14,73,47,5,16,31
Dartmouth,UAlbany,2024-11-13,1,73,47,5,16,31,87,74,15,5,14
Southern U.,East Texas A&M,2024-11-13,-1,68,59,12,14,22,70,52,8,17,18
East Texas A&M,Southern U.,2024-11-13,1,70,52,8,17,18,68,59,12,14,22
Evansville,Middle Tenn.,2024-11-13,-1,63,61,11,13,25,80,59,14,16,23
Middle Tenn.,Evansville,2024-11-13,1,80,59,14,16,23,63,61,11,13,25
FDU,Nebraska,2024-11-13,-1,60,57,7,17,11,86,65,14,8,28
Nebraska,FDU,2024-11-13,1,86,65,14,8,28,60,57,7,17,11
St. Bonaventure,FGCU,2024-11-13,-1,74,59,9,9,19,65,63,11,12,11
FGCU,St. Bonaventure,2024-11-13,1,65,63,11,12,11,74,59,9,9,19
Fresno St.,UC Santa Barbara,2024-11-13,-1,86,67,10,13,24,91,52,6,20,33
UC Santa Barbara,Fresno St.,2024-11-13,1,91,52,6,20,33,86,67,10,13,24
Georgia St.,Jacksonville St.,2024-11-13,-1,67,69,10,8,14,72,65,10,10,17
Jacksonville St.,Georgia St.,2024-11-13,1,72,65,10,10,17,67,69,10,8,14
Green Bay,Western Ill.,2024-11-13,-1,87,63,9,8,13,73,66,19,12,18
Western Ill.,Green Bay,2024-11-13,1,73,66,19,12,18,87,63,9,8,13
Harvard,Northeastern,2024-11-13,-1,56,59,12,14,20,78,59,6,12,12
Northeastern,Harvard,2024-11-13,1,78,59,6,12,12,56,59,12,14,20
Hofstra,Seton Hall,2024-11-13,0,49,46,7,14,11,48,48,12,14,17
Seton Hall,Hofstra,2024-11-13,0,48,48,12,14,17,49,46,7,14,11
Louisiana,Houston,2024-11-13,-1,45,46,4,23,12,91,68,18,10,27
Houston,Louisiana,2024-11-13,1,91,68,18,10,27,45,46,4,23,12
Howard,Tennessee St.,2024-11-13,0,88,62,9,14,20,84,59,13,12,26
Tennessee St.,Howard,2024-11-13,0,84,59,13,12,26,88,62,9,14,20
Oakland,Illinois,2024-11-13,-1,54,53,8,18,11,66,55,12,18,17
Illinois,Oakland,2024-11-13,1,66,55,12,18,17,54,53,8,18,11
Le Moyne,UConn,2024-11-13,-1,49,54,7,12,8,90,63,13,7,11
UConn,Le Moyne,2024-11-13,1,90,63,13,7,11,49,54,7,12,8
Long Beach St.,San Francisco,2024-11-13,-1,54,54,10,18,8,84,54,11,14,19
San Francisco,Long Beach St.,2024-11-13,1,84,54,11,14,19,54,54,10,18,8
Milwaukee,Longwood,2024-11-13,-1,62,64,13,20,20,76,56,12,18,40
Longwood,Milwaukee,2024-11-13,1,76,56,12,18,40,62,64,13,20,20
Louisiana Tech,Massachusetts,2024-11-13,0,76,58,9,14,12,66,67,16,11,21
Massachusetts,Louisiana Tech,2024-11-13,0,66,67,16,11,21,76,58,9,14,12
Merrimack,VCU,2024-11-13,-1,42,43,5,22,24,63,50,9,17,27
VCU,Merrimack,2024-11-13,1,63,50,9,17,27,42,43,5,22,24
North Texas,Minnesota,2024-11-13,-1,54,53,13,8,16,51,48,13,13,22
Minnesota,North Texas,2024-11-13,1,51,48,13,13,22,54,53,13,8,16
Montana,Tennessee,2024-11-13,-1,57,52,4,11,19,92,51,7,13,25
Tennessee,Montana,2024-11-13,1,92,51,7,13,25,57,52,4,11,19
Weber St.,Nevada,2024-11-13,-1,58,54,16,11,34,88,51,6,5,28
Nevada,Weber St.,2024-11-13,1,88,51,6,5,28,58,54,16,11,34
North Dakota St.,Santa Clara,2024-11-13,-1,88,57,6,15,24,80,75,14,7,16
Santa Clara,North Dakota St.,2024-11-13,1,80,75,14,7,16,88,57,6,15,24
Oral Roberts,Tulsa,2024-11-13,-1,76,68,18,9,21,85,57,8,5,30
Tulsa,Oral Roberts,2024-11-13,1,85,57,8,5,30,76,68,18,9,21
Wofford,Presbyterian,2024-11-13,-1,68,57,10,12,9,71,52,8,9,21
Presbyterian,Wofford,2024-11-13,1,71,52,8,9,21,68,57,10,12,9
UT Arlington,Southern California,2024-11-13,-1,95,53,3,16,23,98,63,3,10,27
Southern California,UT Arlington,2024-11-13,1,98,63,3,10,27,95,53,3,16,23
Wagner,St. John's (NY),2024-11-13,-1,45,55,11,16,9,66,42,7,15,30
St. John's (NY),Wagner,2024-11-13,1,66,42,7,15,30,45,55,11,16,9
Wyoming,Texas Tech,2024-11-13,-1,49,53,17,25,18,96,61,11,13,11
Texas Tech,Wyoming,2024-11-13,1,96,61,11,13,11,49,53,17,25,18
Wright St.,Toledo,2024-11-13,-1,77,69,9,7,11,86,57,6,10,23
Toledo,Wright St.,2024-11-13,1,86,57,6,10,23,77,69,9,7,11
USC Upstate,Wake Forest,2024-11-13,-1,80,63,11,17,10,85,55,11,11,33
Wake Forest,USC Upstate,2024-11-13,1,85,55,11,11,33,80,63,11,17,10
A&M-Corpus Christi,New Mexico St.,2024-11-14,-1,82,68,14,6,33,83,61,15,11,36
New Mexico St.,A&M-Corpus Christi,2024-11-14,1,83,61,15,11,36,82,68,14,6,33
Arizona St.,Grand Canyon,2024-11-14,0,87,54,5,15,21,76,59,11,15,25
Grand Canyon,Arizona St.,2024-11-14,0,76,59,11,15,25,87,54,5,15,21
Bryant,Buffalo,2024-11-14,-1,87,79,19,8,20,64,53,5,16,30
Buffalo,Bryant,2024-11-14,1,64,53,5,16,30,87,79,19,8,20
Seattle U,Cal Poly,2024-11-14,-1,71,65,13,16,14,75,55,9,18,18
Cal Poly,Seattle U,2024-11-14,1,75,55,9,18,18,71,65,13,16,14
Morehead St.,Chattanooga,2024-11-14,-1,62,51,6,14,25,76,62,8,10,15
Chattanooga,Morehead St.,2024-11-14,1,76,62,8,10,15,62,51,6,14,25
Coppin St.,UMBC,2024-11-14,-1,67,55,11,19,20,92,58,12,14,24
UMBC,Coppin St.,2024-11-14,1,92,58,12,14,24,67,55,11,19,20
Eastern Mich.,IU Indy,2024-11-14,-1,74,60,11,13,17,71,60,17,12,35
IU Indy,Eastern Mich.,2024-11-14,1,71,60,17,12,35,74,60,11,13,17
South Carolina St.,Jacksonville,2024-11-14,-1,62,58,13,15,25,71,54,14,24,14
Jacksonville,South Carolina St.,2024-11-14,1,71,54,14,24,14,62,58,13,15,25
LSU,Kansas St.,2024-11-14,-1,76,54,11,16,18,65,61,8,7,20
Kansas St.,LSU,2024-11-14,1,65,61,8,7,20,76,54,11,16,18
Lindenwood,New Orleans,2024-11-14,0,74,68,16,13,13,82,57,14,17,28
New Orleans,Lindenwood,2024-11-14,0,82,57,14,17,28,74,68,16,13,13
Mississippi Val.,Missouri,2024-11-14,-1,39,48,11,23,15,111,65,18,5,35
Missouri,Mississippi Val.,2024-11-14,1,111,65,18,5,35,39,48,11,23,15
Nicholls,Northern Ky.,2024-11-14,-1,61,68,23,14,18,59,52,5,10,23
Northern Ky.,Nicholls,2024-11-14,1,59,52,5,10,23,61,68,23,14,18
Utah Valley,North Dakota,2024-11-14,-1,71,55,11,15,23,77,60,15,13,28
North Dakota,Utah Valley,2024-11-14,1,77,60,15,13,28,71,55,11,15,23
Northern Ariz.,Pacific,2024-11-14,-1,60,65,16,11,14,57,51,10,17,16
Pacific,Northern Ariz.,2024-11-14,1,57,51,10,17,16,60,65,16,11,14
Northern Colo.,South Dakota St.,2024-11-14,0,78,64,4,6,8,69,71,17,8,20
South Dakota St.,Northern Colo.,2024-11-14,0,69,71,17,8,20,78,64,4,6,8
Southern Ill.,Oklahoma St.,2024-11-14,-1,78,61,9,18,11,85,65,10,7,20
Oklahoma St.,Southern Ill.,2024-11-14,1,85,65,10,7,20,78,61,9,18,11
Omaha,UNLV,2024-11-14,-1,69,54,8,19,18,80,57,7,11,25
UNLV,Omaha,2024-11-14,1,80,57,7,11,25,69,54,8,19,18
Stonehill,Robert Morris,2024-11-14,-1,51,54,6,11,16,63,43,9,17,39
Robert Morris,Stonehill,2024-11-14,1,63,43,9,17,39,51,54,6,11,16
UNI,Wichita St.,2024-11-14,-1,73,59,6,9,14,79,63,14,9,24
Wichita St.,UNI,2024-11-14,1,79,63,14,9,24,73,59,6,9,14
Belmont,Air Force,2024-11-15,-1,79,55,12,8,24,71,54,9,10,22
Air Force,Belmont,2024-11-15,1,71,54,9,10,22,79,55,12,8,24
Alabama,Purdue,2024-11-15,-1,78,63,11,8,15,87,63,10,3,25
Purdue,Alabama,2024-11-15,1,87,63,10,3,25,78,63,11,8,15
American,North Carolina,2024-11-15,-1,55,61,7,13,11,107,61,10,9,34
North Carolina,American,2024-11-15,1,107,61,10,9,34,55,61,7,13,11
Arizona,Wisconsin,2024-11-15,-1,88,74,24,13,40,103,52,2,10,47
Wisconsin,Arizona,2024-11-15,1,103,52,2,10,47,88,74,24,13,40
Army West Point,Marist,2024-11-15,-1,88,64,11,9,16,91,65,15,12,18
Marist,Army West Point,2024-11-15,1,91,65,15,12,18,88,64,11,9,16
Temple,Boston College,2024-11-15,-1,69,59,13,10,18,72,61,13,8,20
Boston College,Temple,2024-11-15,1,72,61,13,8,20,69,59,13,10,18
New Hampshire,Brown,2024-11-15,-1,58,60,15,11,25,76,55,11,8,31
Brown,New Hampshire,2024-11-15,1,76,55,11,8,31,58,60,15,11,25
SMU,Butler,2024-11-15,-1,70,65,17,11,18,81,61,14,13,24
Butler,SMU,2024-11-15,1,81,61,14,13,24,70,65,17,11,18
Cal St. Fullerton,Oregon St.,2024-11-15,-1,51,54,11,13,13,70,48,6,8,24
Oregon St.,Cal St. Fullerton,2024-11-15,1,70,48,6,8,24,51,54,11,13,13
LIU,California Baptist,2024-11-15,-1,77,56,4,9,12,90,68,13,7,12
California Baptist,LIU,2024-11-15,1,90,68,13,7,12,77,56,4,9,12
Charleston So.,UTRGV,2024-11-15,0,76,56,11,21,24,86,68,8,14,13
UTRGV,Charleston So.,2024-11-15,0,86,68,8,14,13,76,56,11,21,24
Nicholls,Cincinnati,2024-11-15,-1,49,69,17,11,7,86,61,15,12,14
Cincinnati,Nicholls,2024-11-15,1,86,61,15,12,14,49,69,17,11,7
Fla. Atlantic,Col. of Charleston,2024-11-15,-1,116,76,11,16,22,119,82,11,12,24
Col. of Charleston,Fla. Atlantic,2024-11-15,1,119,82,11,12,24,116,76,11,16,22
Duquesne,DePaul,2024-11-15,-1,58,58,11,7,20,84,54,11,11,17
DePaul,Duquesne,2024-11-15,1,84,54,11,11,17,58,58,11,7,20
Eastern Ill.,Northwestern,2024-11-15,-1,58,61,14,15,8,67,52,16,15,27
Northwestern,Eastern Ill.,2024-11-15,1,67,52,16,15,27,58,61,14,15,8
Elon,Gardner-Webb,2024-11-15,-1,79,55,12,11,27,80,59,14,10,22
Gardner-Webb,Elon,2024-11-15,1,80,59,14,10,22,79,55,12,11,27
Florida,Florida St.,2024-11-15,-1,87,61,13,19,17,74,70,14,8,21
Florida St.,Florida,2024-11-15,1,74,70,14,8,21,87,61,13,19,17
Fordham,Manhattan,2024-11-15,-1,76,72,13,10,14,78,62,15,14,28
Manhattan,Fordham,2024-11-15,1,78,62,15,14,28,76,72,13,10,14
Tulane,Furman,2024-11-15,-1,67,54,9,12,19,75,58,9,7,22
Furman,Tulane,2024-11-15,1,75,58,9,7,22,67,54,9,12,19
Ga. Southern,N.C. Central,2024-11-15,0,80,62,16,21,19,75,60,15,18,29
N.C. Central,Ga. Southern,2024-11-15,0,75,60,15,18,29,80,62,16,21,19
Georgia,Georgia Tech,2024-11-15,-1,77,56,9,12,31,69,63,10,13,22
Georgia Tech,Georgia,2024-11-15,1,69,63,10,13,22,77,56,9,12,31
UMass Lowell,Gonzaga,2024-11-15,-1,54,50,3,25,20,113,76,14,9,27
Gonzaga,UMass Lowell,2024-11-15,1,113,76,14,9,27,54,50,3,25,20
UAB,High Point,2024-11-15,-1,65,55,15,14,28,68,64,13,8,19
High Point,UAB,2024-11-15,1,68,64,13,8,19,65,55,15,14,28
Holy Cross,Sacred Heart,2024-11-15,0,82,53,10,7,24,75,56,11,8,22
Sacred Heart,Holy Cross,2024-11-15,0,75,56,11,8,22,82,53,10,7,24
Vermont,Iona,2024-11-15,-1,59,46,1,16,12,62,57,19,19,23
Iona,Vermont,2024-11-15,1,62,57,19,19,23,59,46,1,16,12
Iowa,Washington St.,2024-11-15,0,76,60,10,13,27,66,66,12,18,12
Washington St.,Iowa,2024-11-15,0,66,66,12,18,12,76,60,10,13,27
Lehigh,UCLA,2024-11-15,-1,45,51,4,11,15,85,56,11,8,26
UCLA,Lehigh,2024-11-15,1,85,56,11,8,26,45,51,4,11,15
Lindenwood,Robert Morris,2024-11-15,-1,53,54,9,10,18,67,61,12,11,5
Robert Morris,Lindenwood,2024-11-15,1,67,61,12,11,5,53,54,9,10,18
Loyola Chicago,Princeton,2024-11-15,-1,73,64,12,10,19,68,59,4,10,13
Princeton,Loyola Chicago,2024-11-15,1,68,59,4,10,13,73,64,12,10,19
Maine,Quinnipiac,2024-11-15,-1,55,61,14,17,8,58,58,9,15,6
Quinnipiac,Maine,2024-11-15,1,58,58,9,15,6,55,61,14,17,8
Marquette,Maryland,2024-11-15,-1,78,58,10,8,24,74,55,7,13,14
Maryland,Marquette,2024-11-15,1,74,55,7,13,14,78,58,10,8,24
Ohio,Memphis,2024-11-15,-1,70,65,10,16,11,94,57,6,14,22
Memphis,Ohio,2024-11-15,1,94,57,6,14,22,70,65,10,16,11
TCU,Michigan,2024-11-15,-1,64,64,13,12,22,76,52,12,21,23
Michigan,TCU,2024-11-15,1,76,52,12,21,23,64,64,13,12,22
Monmouth,Rutgers,2024-11-15,-1,81,71,14,10,11,98,52,10,11,32
Rutgers,Monmouth,2024-11-15,1,98,52,10,11,32,81,71,14,10,11
New Orleans,Stonehill,2024-11-15,0,54,74,19,9,16,80,49,7,17,24
Stonehill,New Orleans,2024-11-15,0,80,49,7,17,24,54,74,19,9,16
Samford,North Ala.,2024-11-15,-1,97,67,14,21,30,96,74,18,14,38
North Ala.,Samford,2024-11-15,1,96,74,18,14,38,97,67,14,21,30
Ohio St.,Texas A&M,2024-11-15,-1,64,59,13,10,22,78,49,12,12,40
Texas A&M,Ohio St.,2024-11-15,1,78,49,12,12,40,64,59,13,10,22
UMES,Old Dominion,2024-11-15,-1,71,62,9,6,22,73,63,12,12,18
Old Dominion,UMES,2024-11-15,1,73,63,12,12,18,71,62,9,6,22
Penn St.,Virginia Tech,2024-11-15,0,86,55,7,12,30,64,45,9,24,26
Virginia Tech,Penn St.,2024-11-15,0,64,45,9,24,26,86,55,7,12,30
Saint Joseph's,Penn,2024-11-15,-1,86,69,20,9,14,69,57,8,13,9
Penn,Saint Joseph's,2024-11-15,1,69,57,8,13,9,86,69,20,9,14
West Virginia,Pittsburgh,2024-11-15,-1,62,62,5,8,15,86,58,8,11,26
Pittsburgh,West Virginia,2024-11-15,1,86,58,8,11,26,62,62,5,8,15
SIUE,Western Mich.,2024-11-15,-1,79,61,10,13,8,60,54,14,9,37
Western Mich.,SIUE,2024-11-15,1,60,54,14,9,37,79,61,10,13,8
West Georgia,South Fla.,2024-11-15,-1,55,57,10,10,19,74,55,8,9,18
South Fla.,West Georgia,2024-11-15,1,74,55,8,9,18,55,57,10,10,19
Tennessee Tech,VMI,2024-11-15,0,72,59,9,12,21,71,64,15,15,18
VMI,Tennessee Tech,2024-11-15,0,71,64,15,15,18,72,59,9,12,21
UNCW,USC Upstate,2024-11-15,-1,89,61,10,10,37,85,65,9,11,23
USC Upstate,UNCW,2024-11-15,1,85,65,9,11,23,89,61,10,10,37
Villanova,Virginia,2024-11-15,0,60,54,12,13,17,70,49,3,12,9
Virginia,Villanova,2024-11-15,0,70,49,3,12,9,60,54,12,13,17
William & Mary,Winthrop,2024-11-15,-1,85,55,12,22,30,86,65,12,11,31
Winthrop,William & Mary,2024-11-15,1,86,65,12,11,31,85,55,12,22,30
Texas St.,Abilene Christian,2024-11-16,-1,60,37,4,17,38,72,49,9,20,22
Abilene Christian,Texas St.,2024-11-16,1,72,49,9,20,22,60,37,4,17,38
Alabama A&M,Tennessee St.,2024-11-16,-1,71,76,23,17,24,81,59,13,20,32
Tennessee St.,Alabama A&M,2024-11-16,1,81,59,13,20,32,71,76,23,17,24
Ark.-Pine Bluff,UIW,2024-11-16,-1,64,56,8,13,15,92,63,12,8,15
UIW,Ark.-Pine Bluff,2024-11-16,1,92,63,12,8,15,64,56,8,13,15
SFA,Arkansas St.,2024-11-16,-1,49,54,16,16,21,59,61,19,11,28
Arkansas St.,SFA,2024-11-16,1,59,61,19,11,28,49,54,16,16,21
Idaho,BYU,2024-11-16,-1,71,52,4,19,11,95,59,8,6,30
BYU,Idaho,2024-11-16,1,95,59,8,6,30,71,52,4,19,11
Indiana St.,Ball St.,2024-11-16,-1,94,56,4,13,29,84,57,5,8,46
Ball St.,Indiana St.,2024-11-16,1,84,57,5,8,46,94,56,4,13,29
Bellarmine,Marshall,2024-11-16,-1,62,49,6,15,25,83,60,8,10,17
Marshall,Bellarmine,2024-11-16,1,83,60,8,10,17,62,49,6,15,25
South Carolina St.,Bethune-Cookman,2024-11-16,-1,62,60,13,15,22,75,53,7,12,30
Bethune-Cookman,South Carolina St.,2024-11-16,1,75,53,7,12,30,62,60,13,15,22
Dartmouth,Boston U.,2024-11-16,-1,50,58,8,10,17,78,55,9,12,20
Boston U.,Dartmouth,2024-11-16,1,78,55,9,12,20,50,58,8,10,17
Bowling Green,Michigan St.,2024-11-16,-1,72,62,9,12,14,86,59,15,11,32
Michigan St.,Bowling Green,2024-11-16,1,86,59,15,11,32,72,62,9,12,14
NIU,Bradley,2024-11-16,-1,60,55,6,12,14,76,43,4,16,24
Bradley,NIU,2024-11-16,1,76,43,4,16,24,60,55,6,12,14
Holy Cross,Brown,2024-11-16,-1,73,56,9,11,14,65,63,17,16,10
Brown,Holy Cross,2024-11-16,1,65,63,17,16,10,73,56,9,11,14
Richmond,Bucknell,2024-11-16,-1,76,75,11,10,20,80,52,4,22,33
Bucknell,Richmond,2024-11-16,1,80,52,4,22,33,76,75,11,10,20
Fresno St.,CSU Bakersfield,2024-11-16,-1,56,56,7,15,19,74,65,19,17,18
CSU Bakersfield,Fresno St.,2024-11-16,1,74,65,19,17,18,56,56,7,15,19
CSUN,Sacramento St.,2024-11-16,-1,79,50,9,14,31,69,53,9,16,20
Sacramento St.,CSUN,2024-11-16,1,69,53,9,16,20,79,50,9,14,31
Canisius,SIUE,2024-11-16,0,58,55,7,14,11,76,58,10,14,10
SIUE,Canisius,2024-11-16,0,76,58,10,14,10,58,55,7,14,11
Central Ark.,Western Ill.,2024-11-16,-1,61,53,8,13,7,63,54,9,7,20
Western Ill.,Central Ark.,2024-11-16,1,63,54,9,7,20,61,53,8,13,7
Central Conn. St.,Northeastern,2024-11-16,0,62,54,6,15,11,80,60,5,12,7
Northeastern,Central Conn. St.,2024-11-16,0,80,60,5,12,7,62,54,6,15,11
Charleston So.,VMI,2024-11-16,0,69,62,14,17,19,80,57,7,8,27
VMI,Charleston So.,2024-11-16,0,80,57,7,8,27,69,62,14,17,19
Chicago St.,San Francisco,2024-11-16,-1,37,55,8,24,6,82,64,14,14,17
San Francisco,Chicago St.,2024-11-16,1,82,64,14,14,17,37,55,8,24,6
Eastern Mich.,Cleveland St.,2024-11-16,-1,63,56,14,17,14,71,52,8,14,18
Cleveland St.,Eastern Mich.,2024-11-16,1,71,52,8,14,18,63,56,14,17,14
Colorado St.,Ole Miss,2024-11-16,0,69,50,7,15,11,84,55,9,4,26
Ole Miss,Colorado St.,2024-11-16,0,84,55,9,4,26,69,50,7,15,11
Mercyhurst,Columbia,2024-11-16,-1,63,51,6,10,18,77,56,11,12,13
Columbia,Mercyhurst,2024-11-16,1,77,56,11,12,13,63,51,6,10,18
Lafayette,Cornell,2024-11-16,-1,71,61,14,16,15,81,56,14,12,27
Cornell,Lafayette,2024-11-16,1,81,56,14,12,27,71,61,14,16,15
Kansas City,Creighton,2024-11-16,-1,56,75,12,6,4,79,63,11,14,8
Creighton,Kansas City,2024-11-16,1,79,63,11,14,8,56,75,12,6,4
ETSU,Davidson,2024-11-16,-1,70,56,8,8,14,76,47,12,13,32
Davidson,ETSU,2024-11-16,1,76,47,12,13,32,70,56,8,8,14
Toledo,Detroit Mercy,2024-11-16,-1,82,65,11,8,24,67,58,10,16,16
Detroit Mercy,Toledo,2024-11-16,1,67,58,10,16,16,82,65,11,8,24
FGCU,Drake,2024-11-16,-1,61,49,5,15,8,63,45,10,16,25
Drake,FGCU,2024-11-16,1,63,45,10,16,25,61,49,5,15,8
La Salle,Drexel,2024-11-16,-1,71,62,8,10,12,68,64,9,9,11
Drexel,La Salle,2024-11-16,1,68,64,9,9,11,71,62,8,10,12
Wofford,Duke,2024-11-16,-1,35,57,12,19,3,86,62,14,10,11
Duke,Wofford,2024-11-16,1,86,62,14,10,11,35,57,12,19,3
George Mason,East Carolina,2024-11-16,-1,77,60,11,19,25,78,71,24,14,32
East Carolina,George Mason,2024-11-16,1,78,71,24,14,32,77,60,11,19,25
Radford,Evansville,2024-11-16,-1,92,55,9,9,19,81,54,9,11,14
Evansville,Radford,2024-11-16,1,81,54,9,11,14,92,55,9,9,19
Fla. Atlantic,Liberty,2024-11-16,0,77,59,4,13,12,74,61,10,12,21
Liberty,Fla. Atlantic,2024-11-16,0,74,61,10,12,21,77,59,4,13,12
Ga. Southern,Winthrop,2024-11-16,-1,89,68,10,16,28,87,51,7,20,49
Winthrop,Ga. Southern,2024-11-16,1,87,51,7,20,49,89,68,10,16,28
Notre Dame,Georgetown,2024-11-16,-1,84,54,8,12,12,63,70,18,5,16
Georgetown,Notre Dame,2024-11-16,1,63,70,18,5,16,84,54,8,12,12
Green Bay,Providence,2024-11-16,-1,65,56,6,11,15,79,62,15,6,28
Providence,Green Bay,2024-11-16,1,79,62,15,6,28,65,56,6,11,15
Norfolk St.,Hampton,2024-11-16,-1,67,49,11,12,22,58,67,24,12,14
Hampton,Norfolk St.,2024-11-16,1,58,67,24,12,14,67,49,11,12,22
Hofstra,Massachusetts,2024-11-16,-1,75,60,10,14,20,71,67,14,9,20
Massachusetts,Hofstra,2024-11-16,1,71,67,14,9,20,75,60,10,14,20
Idaho St.,San Diego,2024-11-16,-1,78,59,11,16,25,66,60,9,17,19
San Diego,Idaho St.,2024-11-16,1,66,60,9,17,19,78,59,11,16,25
South Carolina,Indiana,2024-11-16,-1,71,63,13,12,23,87,51,7,11,33
Indiana,South Carolina,2024-11-16,1,87,51,7,11,33,71,63,13,12,23
Jackson St.,Vanderbilt,2024-11-16,-1,81,63,18,14,30,94,63,7,9,17
Vanderbilt,Jackson St.,2024-11-16,1,94,63,7,9,17,81,63,18,14,30
James Madison,Towson,2024-11-16,-1,63,58,9,13,9,67,55,6,8,13
Towson,James Madison,2024-11-16,1,67,55,6,8,13,63,58,9,13,9
Oakland,Kansas,2024-11-16,-1,57,55,10,12,12,78,56,6,8,11
Kansas,Oakland,2024-11-16,1,78,56,6,8,11,57,55,10,12,12
Presbyterian,Kennesaw St.,2024-11-16,-1,67,49,10,14,28,85,58,13,10,29
Kennesaw St.,Presbyterian,2024-11-16,1,85,58,13,10,29,67,49,10,14,28
LMU (CA),Saint Louis,2024-11-16,-1,71,62,13,12,19,77,61,12,12,19
Saint Louis,LMU (CA),2024-11-16,1,77,61,12,12,19,71,62,13,12,19
Le Moyne,St. Bonaventure,2024-11-16,-1,52,59,10,13,7,71,52,12,12,23
St. Bonaventure,Le Moyne,2024-11-16,1,71,52,12,12,23,52,59,10,13,7
Little Rock,UTSA,2024-11-16,-1,81,55,6,14,20,64,60,18,17,27
UTSA,Little Rock,2024-11-16,1,64,60,18,17,27,81,55,6,14,20
Portland,Long Beach St.,2024-11-16,-1,63,52,10,10,17,61,55,11,9,19
Long Beach St.,Portland,2024-11-16,1,61,55,11,9,19,63,52,10,10,17
UT Martin,Longwood,2024-11-16,-1,62,60,15,16,17,64,54,13,16,21
Longwood,UT Martin,2024-11-16,1,64,54,13,16,21,62,60,15,16,17
Loyola Maryland,VCU,2024-11-16,-1,57,57,10,17,19,83,61,12,11,22
VCU,Loyola Maryland,2024-11-16,1,83,61,12,11,22,57,57,10,17,19
Mercer,South Alabama,2024-11-16,-1,66,58,5,11,11,75,60,12,9,25
South Alabama,Mercer,2024-11-16,1,75,60,12,9,25,66,58,5,11,11
Murray St.,Middle Tenn.,2024-11-16,-1,88,52,4,12,16,67,64,12,7,19
Middle Tenn.,Murray St.,2024-11-16,1,67,64,12,7,19,88,52,4,12,16
Yale,Minnesota,2024-11-16,-1,56,45,10,14,12,59,55,17,3,26
Minnesota,Yale,2024-11-16,1,59,55,17,3,26,56,45,10,14,12
Mississippi Val.,Texas,2024-11-16,-1,43,51,5,14,13,89,45,7,7,36
Texas,Mississippi Val.,2024-11-16,1,89,45,7,7,36,43,51,5,14,13
Tulsa,Missouri St.,2024-11-16,-1,106,89,22,18,44,111,68,11,21,51
Missouri St.,Tulsa,2024-11-16,1,111,68,11,21,51,106,89,22,18,44
NJIT,Morgan St.,2024-11-16,-1,69,61,11,11,17,81,62,11,9,24
Morgan St.,NJIT,2024-11-16,1,81,62,11,9,24,69,61,11,11,17
Saint Francis,Mount St. Mary's,2024-11-16,-1,58,61,11,12,9,66,56,12,16,20
Mount St. Mary's,Saint Francis,2024-11-16,1,66,56,12,16,20,58,61,11,12,9
N.C. Central,William & Mary,2024-11-16,0,78,57,8,15,19,76,47,6,15,29
William & Mary,N.C. Central,2024-11-16,0,76,47,6,15,29,78,57,8,15,19
Santa Clara,Nevada,2024-11-16,-1,59,58,12,11,19,85,48,8,10,31
Nevada,Santa Clara,2024-11-16,1,85,48,8,10,31,59,58,12,11,19
New Hampshire,Sacred Heart,2024-11-16,0,63,48,4,14,14,80,60,17,11,24
Sacred Heart,New Hampshire,2024-11-16,0,80,60,17,11,24,63,48,4,14,14
Northwestern St.,Rice,2024-11-16,-1,75,63,12,11,19,77,51,10,12,38
Rice,Northwestern St.,2024-11-16,1,77,51,10,12,38,75,63,12,11,19
Stetson,Oklahoma,2024-11-16,-1,64,50,7,23,9,85,69,15,11,10
Oklahoma,Stetson,2024-11-16,1,85,69,15,11,10,64,50,7,23,9
Omaha,Southern Utah,2024-11-16,-1,73,61,7,8,16,79,61,12,9,24
Southern Utah,Omaha,2024-11-16,1,79,61,12,9,24,73,61,7,8,16
Pepperdine,UC Irvine,2024-11-16,-1,62,60,5,8,13,80,69,15,10,14
