season,coachid,coach,team,todisplay,score,bgcolor,fgcolor,isseason,conference,state,bordercolor,firstseason,nextyear,w,l,confw,confl,tourneyscore
2003,nolan-richardson-2,Nolan Richardson III,Tennessee St.,Conduct,0,#FFFFFF,#000000,0,OVC,Tennessee,white,2001.0,Last,,,,,
2026,nolan-smith-1,Nolan Smith,Tennessee St.,8-3 OVC,14,#FFFFFF,#000000,4,OVC,Tennessee,black,2026.0,Last,14,7,8,3,0.0
1919,norbert-keefe-1,Norbert Keefe,Santa Clara,14-1,14,#FFFFFF,#000000,4,Ind,California,black,1919.0,Last,14,1,,,0.0
1942,norm-cooper-1,Norm Cooper,Vanderbilt,3-8 SEC,7,#FFFFFF,#000000,4,SEC,Tennessee,black,1942.0,Return,7,9,3,8,0.0
1943,norm-cooper-1,Norm Cooper,Vanderbilt,9-7 SEC,10,#FFFFFF,#000000,4,SEC,Tennessee,black,1942.0,Return,10,8,9,7,0.0
1947,norm-cooper-1,Norm Cooper,Vanderbilt,4-7 SEC,7,#FFFFFF,#000000,4,SEC,Tennessee,black,1947.0,Last,7,8,4,7,0.0
1973,norm-ellenberger-1,Norm Ellenberger,New Mexico,9-5 WAC,21,#FFFFFF,#000000,4,WAC,New Mexico,black,1973.0,Return,21,6,9,5,0.0
1974,norm-ellenberger-1,Norm Ellenberger,New Mexico,"10-4 WAC
Sweet 16",42,#BA0C2F,#FFFFFF,4,WAC,New Mexico,black,1973.0,Return,22,7,10,4,0.2
1975,norm-ellenberger-1,Norm Ellenberger,New Mexico,4-10 WAC,13,#FFFFFF,#000000,4,WAC,New Mexico,black,1973.0,Return,13,13,4,10,0.0
1976,norm-ellenberger-1,Norm Ellenberger,New Mexico,8-6 WAC,16,#FFFFFF,#000000,4,WAC,New Mexico,black,1973.0,Return,16,11,8,6,0.0
1977,norm-ellenberger-1,Norm Ellenberger,New Mexico,8-6 WAC,19,#FFFFFF,#000000,4,WAC,New Mexico,black,1973.0,Return,19,11,8,6,0.0
1978,norm-ellenberger-1,Norm Ellenberger,New Mexico,"13-1 WAC
NCAA 32",39,#BA0C2F,#FFFFFF,4,WAC,New Mexico,black,1973.0,Return,24,4,13,1,0.15
1979,norm-ellenberger-1,Norm Ellenberger,New Mexico,8-4 WAC,19,#FFFFFF,#000000,4,WAC,New Mexico,black,1973.0,Scandal,19,10,8,4,0.0
1980,norm-ellenberger-1,Norm Ellenberger,New Mexico,Recruiting scandal,0,#FFFFFF,#000000,0,WAC,New Mexico,white,1973.0,Last,,,,,
1993,norm-picou-1,Norm Picou,Southeastern La.,4-8 TAAC,12,#FFFFFF,#000000,4,TAAC,Louisiana,black,1993.0,Return,12,15,4,8,0.0
1994,norm-picou-1,Norm Picou,Southeastern La.,7-9 TAAC,10,#FFFFFF,#000000,4,TAAC,Louisiana,black,1993.0,Unknown,10,17,7,9,0.0
1995,norm-picou-1,Norm Picou,Southeastern La.,?,0,#FFFFFF,#000000,0,TAAC,Louisiana,white,1993.0,Last,,,,,
1961,norm-sloan-1,Norm Sloan,Florida,10-5 SEC,15,#FFFFFF,#000000,4,SEC,Florida,black,1961.0,Return,15,11,10,5,0.0
1962,norm-sloan-1,Norm Sloan,Florida,8-6 SEC,12,#FFFFFF,#000000,4,SEC,Florida,black,1961.0,Return,12,11,8,6,0.0
1963,norm-sloan-1,Norm Sloan,Florida,5-10 SEC,12,#FFFFFF,#000000,4,SEC,Florida,black,1961.0,Return,12,14,5,10,0.0
1964,norm-sloan-1,Norm Sloan,Florida,6-8 SEC,12,#FFFFFF,#000000,4,SEC,Florida,black,1961.0,Return,12,10,6,8,0.0
1965,norm-sloan-1,Norm Sloan,Florida,11-5 SEC,18,#FFFFFF,#000000,4,SEC,Florida,black,1961.0,Return,18,7,11,5,0.0
1966,norm-sloan-1,Norm Sloan,Florida,9-7 SEC,16,#FFFFFF,#000000,4,SEC,Florida,black,1961.0,Return,16,10,9,7,0.0
1967,norm-sloan-1,Norm Sloan,Florida,NC State,0,#FFFFFF,#000000,0,SEC,Florida,white,1961.0,Return,,,,,
1981,norm-sloan-1,Norm Sloan,Florida,5-13 SEC,12,#FFFFFF,#000000,4,SEC,Florida,black,1981.0,Return,12,16,5,13,0.0
1982,norm-sloan-1,Norm Sloan,Florida,2-16 SEC,5,#FFFFFF,#000000,4,SEC,Florida,black,1981.0,Return,5,22,2,16,0.0
1983,norm-sloan-1,Norm Sloan,Florida,5-13 SEC,13,#FFFFFF,#000000,4,SEC,Florida,black,1981.0,Return,13,18,5,13,0.0
1984,norm-sloan-1,Norm Sloan,Florida,11-7 SEC,16,#FFFFFF,#000000,4,SEC,Florida,black,1981.0,Return,16,13,11,7,0.0
1985,norm-sloan-1,Norm Sloan,Florida,9-9 SEC,18,#FFFFFF,#000000,4,SEC,Florida,black,1981.0,Return,18,12,9,9,0.0
1986,norm-sloan-1,Norm Sloan,Florida,10-8 SEC,19,#FFFFFF,#000000,4,SEC,Florida,black,1981.0,Return,19,14,10,8,0.0
1987,norm-sloan-1,Norm Sloan,Florida,"12-6 SEC
Sweet 16",43,#FA4616,#0021A5,4,SEC,Florida,black,1981.0,Return,23,11,12,6,0.2
1988,norm-sloan-1,Norm Sloan,Florida,"11-7 SEC
NCAA 32",38,#FA4616,#0021A5,4,SEC,Florida,black,1981.0,Return,23,12,11,7,0.15
1989,norm-sloan-1,Norm Sloan,Florida,"13-5 SEC
NCAA 64",31,#FA4616,#0021A5,4,SEC,Florida,black,1981.0,Fired,21,13,13,5,0.1
1990,norm-sloan-1,Norm Sloan,Florida,Fired,0,#FFFFFF,#000000,0,SEC,Florida,white,1981.0,Last,,,,,
1967,norm-sloan-1,Norm Sloan,NC State,3-12 ACC,7,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,7,19,3,12,0.0
1968,norm-sloan-1,Norm Sloan,NC State,9-5 ACC,16,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,16,10,9,5,0.0
1969,norm-sloan-1,Norm Sloan,NC State,9-6 ACC,15,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,15,10,9,6,0.0
1970,norm-sloan-1,Norm Sloan,NC State,"9-5 ACC
Sweet 16",43,#CC0000,#FFFFFF,4,ACC,North Carolina,black,1967.0,Return,23,7,9,5,0.2
1971,norm-sloan-1,Norm Sloan,NC State,5-9 ACC,13,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,13,14,5,9,0.0
1972,norm-sloan-1,Norm Sloan,NC State,6-6 ACC,16,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,16,10,6,6,0.0
1973,norm-sloan-1,Norm Sloan,NC State,12-0 ACC,27,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,27,0,12,0,0.0
1974,norm-sloan-1,Norm Sloan,NC State,"12-0 ACC
Champion",130,#CC0000,#FFFFFF,4,ACC,North Carolina,black,1967.0,Return,30,1,12,0,1.0
1975,norm-sloan-1,Norm Sloan,NC State,8-4 ACC,22,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,22,6,8,4,0.0
1976,norm-sloan-1,Norm Sloan,NC State,7-5 ACC,21,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,21,9,7,5,0.0
1977,norm-sloan-1,Norm Sloan,NC State,6-6 ACC,17,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,17,11,6,6,0.0
1978,norm-sloan-1,Norm Sloan,NC State,7-5 ACC,21,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,21,10,7,5,0.0
1979,norm-sloan-1,Norm Sloan,NC State,3-9 ACC,18,#FFFFFF,#000000,4,ACC,North Carolina,black,1967.0,Return,18,12,3,9,0.0
1980,norm-sloan-1,Norm Sloan,NC State,"9-5 ACC
NCAA 32",35,#CC0000,#FFFFFF,4,ACC,North Carolina,black,1967.0,Left,20,8,9,5,0.15
1981,norm-sloan-1,Norm Sloan,NC State,Florida,0,#FFFFFF,#000000,0,ACC,North Carolina,white,1967.0,Last,,,,,
1957,norm-sloan-1,Norm Sloan,The Citadel,5-9 SoCon,11,#FFFFFF,#000000,4,Southern,South Carolina,black,1957.0,Return,11,14,5,9,0.0
1958,norm-sloan-1,Norm Sloan,The Citadel,9-6 SoCon,16,#FFFFFF,#000000,4,Southern,South Carolina,black,1957.0,Return,16,11,9,6,0.0
1959,norm-sloan-1,Norm Sloan,The Citadel,7-4 SoCon,15,#FFFFFF,#000000,4,Southern,South Carolina,black,1957.0,Return,15,5,7,4,0.0
1960,norm-sloan-1,Norm Sloan,The Citadel,9-4 SoCon,15,#FFFFFF,#000000,4,Southern,South Carolina,black,1957.0,Left,15,8,9,4,0.0
1961,norm-sloan-1,Norm Sloan,The Citadel,Florida,0,#FFFFFF,#000000,0,Southern,South Carolina,white,1957.0,Last,,,,,
1968,norm-stewart-1,Norm Stewart,Missouri,6-11 B8,10,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,10,16,6,11,0.0
1969,norm-stewart-1,Norm Stewart,Missouri,8-9 B8,14,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,14,11,8,9,0.0
1970,norm-stewart-1,Norm Stewart,Missouri,8-9 B8,15,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,15,11,8,9,0.0
1971,norm-stewart-1,Norm Stewart,Missouri,10-7 B8,17,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,17,9,10,7,0.0
1972,norm-stewart-1,Norm Stewart,Missouri,13-4 B8,21,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,21,6,13,4,0.0
1973,norm-stewart-1,Norm Stewart,Missouri,12-5 B8,21,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,21,6,12,5,0.0
1974,norm-stewart-1,Norm Stewart,Missouri,6-11 B8,12,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,12,14,6,11,0.0
1975,norm-stewart-1,Norm Stewart,Missouri,11-6 B8,18,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,18,9,11,6,0.0
1976,norm-stewart-1,Norm Stewart,Missouri,"15-2 B8
Elite 8",51,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,26,5,15,2,0.25
1977,norm-stewart-1,Norm Stewart,Missouri,12-5 B8,21,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,21,8,12,5,0.0
1978,norm-stewart-1,Norm Stewart,Missouri,"4-10 B8
NCAA 32",29,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,14,16,4,10,0.15
1979,norm-stewart-1,Norm Stewart,Missouri,8-6 B8,13,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,13,15,8,6,0.0
1980,norm-stewart-1,Norm Stewart,Missouri,"11-3 B8
Sweet 16",45,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,25,6,11,3,0.2
1981,norm-stewart-1,Norm Stewart,Missouri,"10-4 B8
NCAA 48",37,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,22,10,10,4,0.15
1982,norm-stewart-1,Norm Stewart,Missouri,"12-2 B8
Sweet 16",47,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,27,4,12,2,0.2
1983,norm-stewart-1,Norm Stewart,Missouri,"12-2 B8
NCAA 32",41,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,26,8,12,2,0.15
1984,norm-stewart-1,Norm Stewart,Missouri,5-9 B8,16,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,16,14,5,9,0.0
1985,norm-stewart-1,Norm Stewart,Missouri,7-7 B8,18,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,18,14,7,7,0.0
1986,norm-stewart-1,Norm Stewart,Missouri,"8-6 B8
NCAA 64",31,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,21,14,8,6,0.1
1987,norm-stewart-1,Norm Stewart,Missouri,"11-3 B8
NCAA 64",34,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,24,10,11,3,0.1
1988,norm-stewart-1,Norm Stewart,Missouri,"7-7 B8
NCAA 64",29,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,19,11,7,7,0.1
1989,norm-stewart-1,Norm Stewart,Missouri,"10-4 B8
Sweet 16",49,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,29,8,10,4,0.2
1990,norm-stewart-1,Norm Stewart,Missouri,"12-2 B8
NCAA 64",36,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,26,6,12,2,0.1
1991,norm-stewart-1,Norm Stewart,Missouri,8-6 B8,20,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,20,10,8,6,0.0
1992,norm-stewart-1,Norm Stewart,Missouri,"8-6 B8
NCAA 32",36,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,21,9,8,6,0.15
1993,norm-stewart-1,Norm Stewart,Missouri,"5-9 B8
NCAA 64",29,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,19,14,5,9,0.1
1994,norm-stewart-1,Norm Stewart,Missouri,"14-0 B8
Elite 8",53,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,28,4,14,0,0.25
1995,norm-stewart-1,Norm Stewart,Missouri,"8-6 B8
NCAA 32",35,#F1B82D,#000000,4,Big 8,Missouri,black,1968.0,Return,20,9,8,6,0.15
1996,norm-stewart-1,Norm Stewart,Missouri,6-8 B8,18,#FFFFFF,#000000,4,Big 8,Missouri,black,1968.0,Return,18,15,6,8,0.0
1997,norm-stewart-1,Norm Stewart,Missouri,5-11 B12,16,#FFFFFF,#000000,4,Big 12,Missouri,black,1968.0,Return,16,17,5,11,0.0
1998,norm-stewart-1,Norm Stewart,Missouri,8-8 B12,17,#FFFFFF,#000000,4,Big 12,Missouri,black,1968.0,Return,17,15,8,8,0.0
1999,norm-stewart-1,Norm Stewart,Missouri,"11-5 B12
NCAA 64",30,#F1B82D,#000000,4,Big 12,Missouri,black,1968.0,Retired,20,9,11,5,0.1
2000,norm-stewart-1,Norm Stewart,Missouri,Retired,0,#FFFFFF,#000000,0,Big 12,Missouri,white,1968.0,Last,,,,,
1918,norman-elliott-1,Norman Elliott,Northwestern,5-3 B1G,7,#FFFFFF,#000000,4,Big Ten,Illinois,black,1918.0,Return,7,4,5,3,0.0
1920,norman-elliott-1,Norman Elliott,Northwestern,2-6 B1G,3,#FFFFFF,#000000,4,Big Ten,Illinois,black,1918.0,Last,3,7,2,6,0.0
1914,norman-paine-1,Norman Paine,Baylor,1-8,1,#FFFFFF,#000000,4,Ind,Texas,black,1914.0,Last,1,8,,,0.0
2005,norman-roberts-1,Norm Roberts,St. John's (NY),3-13 BE,9,#FFFFFF,#000000,4,Big East,New York,black,2005.0,Return,9,18,3,13,0.0
2006,norman-roberts-1,Norm Roberts,St. John's (NY),5-11 BE,12,#FFFFFF,#000000,4,Big East,New York,black,2005.0,Return,12,15,5,11,0.0
2007,norman-roberts-1,Norm Roberts,St. John's (NY),7-9 BE,16,#FFFFFF,#000000,4,Big East,New York,black,2005.0,Return,16,15,7,9,0.0
2008,norman-roberts-1,Norm Roberts,St. John's (NY),5-13 BE,11,#FFFFFF,#000000,4,Big East,New York,black,2005.0,Return,11,19,5,13,0.0
2009,norman-roberts-1,Norm Roberts,St. John's (NY),6-12 BE,16,#FFFFFF,#000000,4,Big East,New York,black,2005.0,Return,16,18,6,12,0.0
2010,norman-roberts-1,Norm Roberts,St. John's (NY),6-12 BE,17,#FFFFFF,#000000,4,Big East,New York,black,2005.0,Fired,17,16,6,12,0.0
2011,norman-roberts-1,Norm Roberts,St. John's (NY),Fired,0,#FFFFFF,#000000,0,Big East,New York,white,2005.0,Last,,,,,
1942,obie-obrien-1,Obie O'Brien,La Salle,12-11,12,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1942.0,Return,12,11,,,0.0
1943,obie-obrien-1,Obie O'Brien,La Salle,13-10,13,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1942.0,Return,13,10,,,0.0
1944,obie-obrien-1,Obie O'Brien,La Salle,8-8,8,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1942.0,Last,8,8,,,0.0
1912,of-field-1,O.F. Field,Missouri,1-7 MVC,5,#FFFFFF,#000000,4,MVC,Missouri,black,1912.0,Return,5,10,1,7,0.0
1913,of-field-1,O.F. Field,Missouri,8-4 MVC,13,#FFFFFF,#000000,4,MVC,Missouri,black,1912.0,Return,13,5,8,4,0.0
1914,of-field-1,O.F. Field,Missouri,4-12 MVC,4,#FFFFFF,#000000,4,MVC,Missouri,black,1912.0,Last,4,12,4,12,0.0
1911,of-field-1,O.F. Field,Nebraska,6-6 MVC,9,#FFFFFF,#000000,4,MVC,Nebraska,black,1911.0,Last,9,9,6,6,0.0
1931,oliver-hodge-1,Oliver Hodge,Tulsa,10-4,10,#FFFFFF,#000000,4,Ind,Oklahoma,black,1931.0,Return,10,4,,,0.0
1932,oliver-hodge-1,Oliver Hodge,Tulsa,10-7,10,#FFFFFF,#000000,4,Ind,Oklahoma,black,1931.0,Last,10,7,,,0.0
2004,oliver-purnell-1,Oliver Purnell,Clemson,3-13 ACC,10,#FFFFFF,#000000,4,ACC,South Carolina,black,2004.0,Return,10,18,3,13,0.0
2005,oliver-purnell-1,Oliver Purnell,Clemson,5-11 ACC,16,#FFFFFF,#000000,4,ACC,South Carolina,black,2004.0,Return,16,16,5,11,0.0
2006,oliver-purnell-1,Oliver Purnell,Clemson,7-9 ACC,19,#FFFFFF,#000000,4,ACC,South Carolina,black,2004.0,Return,19,13,7,9,0.0
2007,oliver-purnell-1,Oliver Purnell,Clemson,7-9 ACC,25,#FFFFFF,#000000,4,ACC,South Carolina,black,2004.0,Return,25,11,7,9,0.0
2008,oliver-purnell-1,Oliver Purnell,Clemson,"10-6 ACC
NCAA 64",34,#F56600,#FFFFFF,4,ACC,South Carolina,black,2004.0,Return,24,10,10,6,0.1
2009,oliver-purnell-1,Oliver Purnell,Clemson,"9-7 ACC
NCAA 64",33,#F56600,#FFFFFF,4,ACC,South Carolina,black,2004.0,Return,23,9,9,7,0.1
2010,oliver-purnell-1,Oliver Purnell,Clemson,"9-7 ACC
NCAA 64",31,#F56600,#FFFFFF,4,ACC,South Carolina,black,2004.0,Left,21,11,9,7,0.1
2011,oliver-purnell-1,Oliver Purnell,Clemson,DePaul,0,#FFFFFF,#000000,0,ACC,South Carolina,white,2004.0,Last,,,,,
1995,oliver-purnell-1,Oliver Purnell,Dayton,0-12 GMWC,7,#FFFFFF,#000000,4,GMWC,Ohio,black,1995.0,Return,7,20,0,12,0.0
1996,oliver-purnell-1,Oliver Purnell,Dayton,6-10 A10,15,#FFFFFF,#000000,4,A-10,Ohio,black,1995.0,Return,15,14,6,10,0.0
1997,oliver-purnell-1,Oliver Purnell,Dayton,6-10 A10,13,#FFFFFF,#000000,4,A-10,Ohio,black,1995.0,Return,13,14,6,10,0.0
1998,oliver-purnell-1,Oliver Purnell,Dayton,11-5 A10,21,#FFFFFF,#000000,4,A-10,Ohio,black,1995.0,Return,21,12,11,5,0.0
1999,oliver-purnell-1,Oliver Purnell,Dayton,5-11 A10,11,#FFFFFF,#000000,4,A-10,Ohio,black,1995.0,Return,11,17,5,11,0.0
2000,oliver-purnell-1,Oliver Purnell,Dayton,"11-5 A10
NCAA 64",32,#CE0037,#FFFFFF,4,A-10,Ohio,black,1995.0,Return,22,9,11,5,0.1
2001,oliver-purnell-1,Oliver Purnell,Dayton,9-7 A10,21,#FFFFFF,#000000,4,A-10,Ohio,black,1995.0,Return,21,13,9,7,0.0
2002,oliver-purnell-1,Oliver Purnell,Dayton,10-6 A10,21,#FFFFFF,#000000,4,A-10,Ohio,black,1995.0,Return,21,11,10,6,0.0
2003,oliver-purnell-1,Oliver Purnell,Dayton,"13-2 A10
NCAA 64",34,#CE0037,#FFFFFF,4,A-10,Ohio,black,1995.0,Left,24,6,13,2,0.1
2004,oliver-purnell-1,Oliver Purnell,Dayton,Clemson,0,#FFFFFF,#000000,0,A-10,Ohio,white,1995.0,Last,,,,,
2011,oliver-purnell-1,Oliver Purnell,DePaul,1-17 BE,7,#FFFFFF,#000000,4,Big East,Illinois,black,2011.0,Return,7,24,1,17,0.0
2012,oliver-purnell-1,Oliver Purnell,DePaul,3-15 BE,12,#FFFFFF,#000000,4,Big East,Illinois,black,2011.0,Return,12,19,3,15,0.0
2013,oliver-purnell-1,Oliver Purnell,DePaul,2-16 BE,11,#FFFFFF,#000000,4,Big East,Illinois,black,2011.0,Return,11,21,2,16,0.0
2014,oliver-purnell-1,Oliver Purnell,DePaul,3-15 BE,12,#FFFFFF,#000000,4,Big East,Illinois,black,2011.0,Return,12,21,3,15,0.0
2015,oliver-purnell-1,Oliver Purnell,DePaul,6-12 BE,12,#FFFFFF,#000000,4,Big East,Illinois,black,2011.0,Resigned,12,20,6,12,0.0
2016,oliver-purnell-1,Oliver Purnell,DePaul,Resigned,0,#FFFFFF,#000000,0,Big East,Illinois,white,2011.0,Last,,,,,
1992,oliver-purnell-1,Oliver Purnell,Old Dominion,"8-6 CAA
NCAA 64",25,#043657,#FFFFFF,4,CAA,Virginia,black,1992.0,Return,15,15,8,6,0.1
1993,oliver-purnell-1,Oliver Purnell,Old Dominion,11-3 CAA,21,#FFFFFF,#000000,4,CAA,Virginia,black,1992.0,Return,21,8,11,3,0.0
1994,oliver-purnell-1,Oliver Purnell,Old Dominion,10-4 CAA,21,#FFFFFF,#000000,4,CAA,Virginia,black,1992.0,Left,21,10,10,4,0.0
1995,oliver-purnell-1,Oliver Purnell,Old Dominion,Dayton,0,#FFFFFF,#000000,0,CAA,Virginia,white,1992.0,Last,,,,,
1989,oliver-purnell-1,Oliver Purnell,Radford,5-7 BSth,15,#FFFFFF,#000000,4,Big South,Virginia,black,1989.0,Return,15,13,5,7,0.0
1990,oliver-purnell-1,Oliver Purnell,Radford,3-9 BSth,7,#FFFFFF,#000000,4,Big South,Virginia,black,1989.0,Return,7,22,3,9,0.0
1991,oliver-purnell-1,Oliver Purnell,Radford,12-2 BSth,22,#FFFFFF,#000000,4,Big South,Virginia,black,1989.0,Left,22,7,12,2,0.0
1992,oliver-purnell-1,Oliver Purnell,Radford,Old Dominion,0,#FFFFFF,#000000,0,Big South,Virginia,white,1989.0,Last,,,,,
1905,orin-kates-1,Orin Kates,Arizona,1-0,1,#FFFFFF,#000000,4,Ind,Arizona,black,1905.0,Last,1,0,,,0.0
2018,orlando-antigua-1,Orlando Antigua,Illinois,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2019,orlando-antigua-1,Orlando Antigua,Illinois,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2020,orlando-antigua-1,Orlando Antigua,Illinois,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2021,orlando-antigua-1,Orlando Antigua,Illinois,Asst.,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2022,orlando-antigua-1,Orlando Antigua,Kentucky,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2023,orlando-antigua-1,Orlando Antigua,Kentucky,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2024,orlando-antigua-1,Orlando Antigua,Kentucky,Asst.,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2015,orlando-antigua-1,Orlando Antigua,South Fla.,3-15 Amer,9,#FFFFFF,#000000,4,AAC,Florida,black,2015.0,Return,9,23,3,15,0.0
2016,orlando-antigua-1,Orlando Antigua,South Fla.,4-14 Amer,8,#FFFFFF,#000000,4,AAC,Florida,black,2015.0,Return,8,25,4,14,0.0
2017,orlando-antigua-1,Orlando Antigua,South Fla.,6-7,6,#FFFFFF,#000000,3,AAC,Florida,black,2015.0,Fired,,,,,
2018,orlando-antigua-1,Orlando Antigua,South Fla.,Fired,0,#FFFFFF,#000000,0,AAC,Florida,white,2015.0,Last,,,,,
2006,orlando-early-1,Orlando Early,ULM,6-10 SLC,10,#FFFFFF,#000000,4,Southland,Louisiana,black,2006.0,Return,10,18,6,10,0.0
2007,orlando-early-1,Orlando Early,ULM,11-7 SB,18,#FFFFFF,#000000,4,Sun Belt,Louisiana,black,2006.0,Return,18,14,11,7,0.0
2008,orlando-early-1,Orlando Early,ULM,4-14 SB,10,#FFFFFF,#000000,4,Sun Belt,Louisiana,black,2006.0,Return,10,21,4,14,0.0
2009,orlando-early-1,Orlando Early,ULM,6-12 SB,10,#FFFFFF,#000000,4,Sun Belt,Louisiana,black,2006.0,Return,10,20,6,12,0.0
2010,orlando-early-1,Orlando Early,ULM,6-12 SB,12,#FFFFFF,#000000,4,Sun Belt,Louisiana,black,2006.0,Left,12,19,6,12,0.0
2011,orlando-early-1,Orlando Early,ULM,South Carolina (asst.),0,#FFFFFF,#000000,0,Sun Belt,Louisiana,white,2006.0,Last,,,,,
1921,orson-kinney-1,Orson Kinney,Fordham,15-9,15,#FFFFFF,#000000,4,Ind,New York,black,1921.0,Last,15,9,,,0.0
1922,orson-kinney-1,Orson Kinney,Yale,1-9 Ivy,6,#FFFFFF,#000000,4,Ivy,Connecticut,black,1922.0,Last,6,21,1,9,0.0
1918,orville-sink-1,Orville Sink,Indiana St.,8-8,8,#FFFFFF,#000000,4,Ind,Indiana,black,1918.0,Last,8,8,,,0.0
1955,orvis-sigler-1,Orvis Sigler,Army West Point,9-9,9,#FFFFFF,#000000,4,Ind,New York,black,1955.0,Return,9,9,,,0.0
1956,orvis-sigler-1,Orvis Sigler,Army West Point,10-13,10,#FFFFFF,#000000,4,Ind,New York,black,1955.0,Return,10,13,,,0.0
1957,orvis-sigler-1,Orvis Sigler,Army West Point,7-13,7,#FFFFFF,#000000,4,Ind,New York,black,1955.0,Return,7,13,,,0.0
1958,orvis-sigler-1,Orvis Sigler,Army West Point,13-12,13,#FFFFFF,#000000,4,Ind,New York,black,1955.0,Left,13,12,,,0.0
1959,orvis-sigler-1,Orvis Sigler,Army West Point,Centenary,0,#FFFFFF,#000000,0,Ind,New York,white,1955.0,Last,,,,,
1969,orvis-sigler-1,,Centenary LA,?,0,#FFFFFF,#000000,0,,,white,,Last,,,,,
1913,oscar-nelson-1,Oscar Nelson,Vanderbilt,3-4,3,#FFFFFF,#000000,4,Ind,Tennessee,black,1913.0,Last,3,4,,,0.0
1912,oscar-olson-1,Oscar Olson,Washington,12-4,12,#FFFFFF,#000000,4,Ind,Washington,black,1912.0,Return,12,4,,,0.0
1913,oscar-olson-1,Oscar Olson,Washington,14-5,14,#FFFFFF,#000000,4,Ind,Washington,black,1912.0,Last,14,5,,,0.0
1906,oscar-rackle-1,Oscar Rackle,Brown,4-7,4,#FFFFFF,#000000,4,Ind,Rhode Island,black,1906.0,Last,4,7,,,0.0
1911,oscar-rackle-1,Oscar Rackle,Indiana,5-5 Western,11,#FFFFFF,#000000,4,Western,Indiana,black,1911.0,Last,11,5,5,5,0.0
1922,ossie-solem-1,Ossie Solem,Drake,12-4 MVC,14,#FFFFFF,#000000,4,MVC,Iowa,black,1922.0,Return,14,4,12,4,0.0
1923,ossie-solem-1,Ossie Solem,Drake,10-6 MVC,10,#FFFFFF,#000000,4,MVC,Iowa,black,1922.0,Return,10,6,10,6,0.0
1924,ossie-solem-1,Ossie Solem,Drake,8-8 MVC,9,#FFFFFF,#000000,4,MVC,Iowa,black,1922.0,Return,9,9,8,8,0.0
1925,ossie-solem-1,Ossie Solem,Drake,4-12 MVC,4,#FFFFFF,#000000,4,MVC,Iowa,black,1922.0,Last,4,12,4,12,0.0
